GeneName,U1,U2,U3,UZV_1,UZV_2,UZV_3
SLC8B1,2.08114,2.08149,2.06268,2.1244,2.23473,2.71809
LRRC37A6P,0.0939711,0.0987022,0.144014,0.0963583,0.0902041,0.137982
MST1L,0.241386,0.18172,0.148311,0.378612,0.472164,0.557471
LOC102724034,14.717,10.5611,11.8531,14.0718,13.5478,10.71
ROS1,0.106205,0.0838489,0.0896413,0.0144411,0.0286312,0.0435964
GRM3,0,0,0,0,0,0
ZNF625-ZNF20,0,0.0897929,0.156282,0.234532,0.384715,0.449
RABGGTB,73.4724,71.827,74.5137,69.5212,76.0354,72.4447
AGA,6.18806,6.05439,6.35117,7.3238,7.45207,6.72503
SIRT7,11.644,11.4225,10.426,19.6023,18.2971,18.765
C4orf32,0,0,0,0.0290273,0,0
MIIP,6.83378,6.50061,6.12812,8.07502,8.07513,9.02197
C14orf119,9.05538,8.95368,8.9327,11.5288,11.7066,10.1996
LIPA,33.5796,31.1711,32.3364,64.6438,70.2456,70.7274
EDN1,8.15815,8.43207,7.792,8.15829,8.0167,7.42967
LOC105373383,0.266859,1.12711,0.877006,0.530888,0.666478,0.790359
EIF3M,121.178,100.098,119.549,137.369,151.823,120.947
C1orf210,0,0,0,0,0.0366478,0
CSF2RB,0,0,0,0,0.00823841,0
LOC339059,0.0477347,0.0493472,0.0294717,0.0518887,0.160253,0.184462
SLC2A2,0.114001,0,0,0,0.0259111,0.102946
GALNT12,0.522386,0.205491,0.375273,0.443932,0.336823,0.44494
CYLD,16.8026,16.6873,16.7199,22.1673,23.2098,24.6778
EIF4E2,21.5695,20.5713,19.8607,21.3936,20.0996,18.7307
ZNF426,3.97314,4.20335,4.00571,5.4508,5.40238,5.899
DLEC1,0.0228733,0.053557,0.00724855,0.0219528,0.00764292,0.0331568
ADAMTSL5,2.21265,1.66862,1.6729,2.12938,2.21657,2.46405
PRMT5,29.9407,26.2281,28.3688,32.696,32.2211,29.478
IQSEC2,1.1411,1.10514,0.892522,1.33215,1.32284,1.34878
JAZF1,6.99134,6.42294,6.90646,9.42921,9.64201,10.9862
DNAH7,0.0997794,0.0885199,0.050029,0.105237,0.0762828,0.0983131
GRIK3,0.296895,0.226896,0.245312,0.200865,0.134164,0.21142
CCDC130,14.9253,13.3103,12.8058,21.3003,20.0383,20.7084
NTNG1,4.64529,3.8524,3.93123,3.65546,3.41559,2.81415
CLLU1,0,0,0,0,0,0
GMPR2,14.14,14.3344,13.4073,16.1191,15.0902,13.9985
CD207,0,0,0,0,0,0
KHDC1L,0.0916062,0,0.175601,0.588106,0.0876774,0.27426
HCAR2,0.0127387,0,0,0.0747601,0.0512821,0.02719
SPINK5,0,0.0574161,0,0.0151815,0.0605449,0
ELF1,15.4702,15.2048,15.2785,21.7559,21.7657,23.7411
CHKA,8.93693,7.00736,7.16128,11.3212,11.4654,11.7581
DALRD3,11.6292,11.5308,11.2132,13.8475,14.1922,14.9163
IFI6,191.109,209.432,194.618,1785.42,1746.4,1977.03
SAMD12-AS1,0,0,0,0,0,0
ETV5,20.1848,18.537,19.3214,30.3949,30.5891,30.7028
DUSP27,0,0,0,0,0.0190764,0.0204293
COG2,7.09945,7.04572,7.34469,8.49982,8.28448,8.70384
DPEP1,0,0,0,0,0,0
LAMTOR2,17.2962,14.321,14.2553,17.7903,14.6278,12.42
KATNB1,20.5025,19.4831,19.3279,20.7211,21.6089,22.1381
SLC35B3,16.4111,13.4835,13.6423,18.1658,19.1405,19.2873
APRT,52.0907,45.8325,46.9393,64.3514,65.8438,62.9706
C9orf135,0.464003,0.217375,0.126047,0.294686,0.507393,0.431486
AMER2,0,0.0059163,0,0,0.0240239,0.027396
CCDC71L,2.89827,3.02462,3.08285,5.97661,6.14525,5.97118
PITX1,7.18447,6.05632,5.19277,6.26987,6.02119,5.67571
SRPX2,2.44962,2.17915,2.21279,4.5774,4.11511,4.07685
EPCAM,0.0757726,0,0.0357618,0.0357224,0.0366206,0.148144
KGFLP2,0.403379,0.287509,0.223167,0.388455,0.573349,0.578434
FAM153C,0,0,0,0.0297351,0,0.0946847
EIF1AX-AS1,0,0,0,0,0,0
RNF126,23.855,22.7965,20.7344,39.064,34.8712,39.2418
ATG12,14.2145,14.1629,14.8401,17.3658,18.5222,19.852
AOC4P,0,0,0.0102516,0.0682345,0.0467382,0.132049
LOC101927932,0,0.0641108,0,0,0.0612483,0.0633155
LAMA5,30.2593,32.2465,29.4045,31.6655,30.0357,37.0486
LRRC3,0,0,0,0.0199426,0.020931,0
TSEN15,24.7776,21.524,25.2117,24.9778,27.3949,27.5464
COA6,16.0859,15.5097,13.9833,19.4712,20.4094,18.1294
OGFRL1,9.74155,9.43048,9.16368,10.0143,11.0515,12.8069
FAM210B,22.0094,20.1664,21.3169,14.35,14.3523,14.3856
PLAUR,33.1508,29.7697,31.2267,43.9439,43.3196,43.5354
LOC101929709,1.13457,0.987284,1.26314,1.9126,1.76732,1.90552
RASSF2,4.46861,3.99487,4.05485,2.17642,2.36906,2.48798
KLHDC9,0.0784815,0.135232,0.144636,0.196784,0.356561,0.0418235
ACER1,0,0,0,0,0.0604816,0
SYTL5,7.29257,7.59193,7.12313,4.81139,4.75476,5.41098
SERAC1,8.31102,9.26895,8.27546,7.1056,7.70107,7.46747
SHROOM1,5.58867,4.93737,4.95047,5.57425,5.9185,6.38486
OPA1-AS1,0,0,0.153631,0.131149,0.389987,0
TAS1R2,0,0,0,0.0173167,0.0534016,0
LINC01132,0.0651347,0.052729,0.0761042,0.0241117,0.0361371,0.0128459
MAP4K3,11.3981,11.4137,11.9621,14.6016,14.6241,15.8844
C19orf73,0.200786,0.500153,0.488021,0.713208,0.774761,0.237997
PCDHGA5,0.640749,0.600869,0.503227,0.534887,0.464511,0.572391
SUFU,4.15676,4.82844,4.16252,4.85097,4.99543,4.41246
SEPT6,3.98415,3.93395,4.14619,5.14584,5.3682,5.8885
KIAA1109,5.48535,6.56464,6.3852,4.18406,3.80378,4.41015
ATXN2,9.68078,9.48151,10.0829,10.3812,10.1205,10.8061
DHX16,19.3451,17.9696,18.9909,23.0305,23.8192,22.2371
ARHGAP27,1.72373,1.90876,1.75013,4.85044,5.06842,5.83006
ACTRT3,0,0.0318895,0.0320119,0.0314903,0.032623,0
MED17,10.0401,10.7987,10.1711,12.2526,12.3417,13.7986
UBE3C,52.5365,53.3007,53.5181,49.4415,48.7451,50.6699
PRSS21,0.0735208,0,0,0,0,0
YBEY,4.34145,4.26204,5.18176,5.71757,5.13015,4.83876
FAM229A,0.69163,1.05173,1.23769,1.96127,2.00668,2.13748
AMACR,5.35906,5.4256,5.45128,6.53377,6.25252,6.53737
NGRN,102.198,95.1455,93.9576,86.0163,88.0763,88.0121
ATG4C,6.12386,5.67631,6.61663,5.06909,6.63225,5.72959
SYNDIG1L,0.0285428,0,0,0.0314278,0.0326051,0.0363296
NDUFAF3,32.0418,31.0495,26.9625,38.141,34.9445,37.3791
LOC649352,0,0,0,0,0,0
ACSS2,5.25622,5.87761,5.04441,4.92852,3.87048,4.00557
ZFAND2A,16.514,13.1602,13.3776,26.2395,30.8443,24.4175
SORD,15.0529,14.774,15.7766,22.6152,22.0537,20.8919
CYP2B6,0.0140579,0,0,0,0.0133677,0
PCED1B,2.72093,2.28764,2.94555,4.41385,4.19957,4.26676
BMI1,33.355,27.5314,29.7078,27.8308,29.3251,31.1211
SPATA5L1,9.07416,8.50396,8.27964,12.6556,13.5052,14.2383
OR1L8,0,0,0.0617753,0,0.109138,0.118158
RAP2A,12.3152,10.7658,11.9541,8.60231,8.13151,9.94992
APOBR,0.0206667,0.0288866,0.0473951,0.0575554,0.0617924,0.0796103
NECAB2,0.0232461,0.0224844,0.0646237,0.0708363,0.0480228,0.0803625
RCAN3,6.93591,7.63136,7.89378,5.7849,5.60831,6.13103
TRDN,0,0,0,0.0157079,0,0
UFSP2,9.75285,8.04241,9.74914,9.35724,9.38582,9.02295
PRICKLE2-AS3,0,0.0212672,0.0410326,0.0560144,0.064774,0.0186371
ELFN2,2.25005,2.24281,2.26157,1.74025,1.84524,1.62424
PROX1-AS1,0.198737,0.197828,0.262726,0.080524,0.134102,0.178424
VASH2,0.288409,0.280759,0.259787,0.280695,0.343979,0.290917
FAM131A,7.97479,7.33562,7.72982,8.22731,7.60913,9.43538
RASAL1,0,0,0.01144,0.0269643,0.0646908,0.0634023
ZNF580,21.7048,19.7624,20.312,31.741,29.7038,31.6544
METAP2,30.3228,26.2028,30.169,32.8158,36.5016,31.9375
SPTY2D1-AS1,0,0,0,0,0.0755886,0.0382217
PPT1,69.8203,61.5645,65.0389,65.208,66.5377,64.9289
SIRPG-AS1,0,0,0,0,0,0
ERVH48-1,0.0189825,0.0194212,0.0184156,0.0348207,0.0343336,0.0538745
PLEKHB1,6.90057,6.25662,6.82379,9.6761,8.62925,9.09701
ZNF780A,5.35384,4.95429,6.25969,5.86716,6.45309,5.67827
FNDC7,0.0341553,0.0539383,0.0168787,0.0155881,0.12249,0.0824642
TMEM186,2.72177,3.54247,3.14226,4.54123,4.47956,3.76042
NPY6R,0.036467,0,0,0,0,0.0152277
OCA2,0,0,0,0,0,0
RPRD2,11.384,11.5944,11.4892,11.9322,11.8096,12.3304
PLK5,0.0207267,0.0407576,0.0188102,0,0,0.053311
BPHL,3.53222,3.40337,3.48641,5.02938,4.0095,3.76735
LINC00160,0,0,0,0.0710571,0,0
VPS11,9.58333,9.11179,8.89992,12.5466,11.367,11.3171
NR1D1,10.6459,10.8722,10.3238,51.3786,49.4779,47.8163
DNM1P46,0.0106904,0.0100839,0,0.0438573,0.0318432,0.0493278
SSR4,80.9482,87.3342,73.6344,117.374,107.044,107.664
RAB33A,0,0,0,0.349428,0.149535,0.117519
CCP110,7.6824,7.37264,8.12044,7.18163,8.42082,8.20376
FAM66A,0.349532,0.200494,0.224408,0.443816,0.474275,0.729031
ADGRL2,8.81762,9.35914,9.28599,6.52657,6.81651,6.72812
TBC1D28,0,0,0,0,0,0
CSGALNACT1,0.433841,0.375203,0.28972,0.342233,0.517001,0.495217
RNF34,14.7675,13.7558,15.0216,16.1937,16.0177,14.689
PPFIA2,1.66405,1.65824,1.38946,2.2398,2.62344,2.66169
HEMGN,0,0,0,0.0150529,0,0.0145481
DUSP6,6.08414,5.24852,5.82432,8.64566,7.74157,8.0925
LRRK1,0.0163106,0.032374,0.010169,0.050498,0.0231724,0.0315307
OGFRP1,0.130898,0.0320076,0.24154,0.101982,0.0703288,0.349369
LOC101929374,0,0,0.0479946,0,0,0
NEBL-AS1,0,0,0,0,0,0
SLC15A4,8.19696,7.19297,8.64806,10.8162,11.1365,10.4231
PPIP5K2,14.1396,14.2316,13.8371,8.30691,9.22394,10.5956
PSMB9,1.5515,2.13982,1.46465,50.7191,45.1982,42.0711
USP17L30,0,0,0.00365579,0.00574934,0.00185065,0
SETD1B,3.63895,3.86961,3.39252,3.50303,3.42692,4.30987
CMBL,4.73298,4.31376,4.94132,3.59391,3.74998,3.77488
GJB2,1.75295,1.75967,1.66518,2.26139,1.59655,1.82762
OR4X2,0,0,0,0,0.156901,0
CFL2,33.031,29.3612,30.647,27.4043,33.5,29.8214
GTF2A1L,0.105136,0,0,0.0490043,0,0.0426868
SLC16A8,0.380213,0.29056,0.200906,0.354051,0.539885,0.698522
PMS1,12.5007,11.5451,12.6536,11.7525,13.375,13.3913
MAPKAP1,33.586,30.5226,31.4383,23.7425,25.0799,23.1444
TTLL3,1.33872,1.43858,1.99625,3.24956,3.02473,3.58412
LOC728554,29.4364,25.8915,28.706,31.7358,30.9944,27.5323
PPIAL4D,0,0.0328963,0,0,0,0
HELLS,19.0361,21.7159,21.6525,16.8611,19.3274,19.4725
KCNG1,0.543324,0.680028,0.537,1.62225,1.27527,1.23976
MUS81,12.5439,12.1466,10.7209,13.859,12.952,15.081
PRR5,0.0484715,0,0.024235,0.0592837,0.220481,0.069677
MCM7,144.742,132.551,134.694,150.57,148.647,140.09
LATS1,7.48764,8.7926,8.26947,8.40606,8.20858,10.303
RNU1-28P,0,0.684909,0,1.24023,1.16504,3.06508
XKR8,3.3628,4.13703,3.77178,3.8062,3.76893,4.29902
C19orf57,0.977645,0.946082,0.789792,1.21383,1.23201,1.31076
THY1,53.4736,49.4673,49.7652,42.0937,40.929,42.1404
IGF2BP2,40.012,40.1009,39.6868,37.7097,37.7449,39.5989
KRT3,0.0224292,0.0211643,0,0,0,0
NMUR1,0.0144259,0,0,0,0,0.0170175
EPB42,0,0,0,0,0.0712497,0
LOC91450,0.0866531,0.0466817,0.231323,0.0965872,0.149005,0.281806
ZNF250,0.773968,0.791648,0.830342,1.09151,0.880088,1.19835
FER1L6-AS2,0,0,0,0.0504236,0.0253618,0.0544728
MPZL2,0.104844,0.138997,0.103183,0.0697342,0,0.0920976
ZNF154,0.344869,0.395655,0.288448,0.430464,0.394521,0.808003
SEC16A,11.6416,13.6074,11.936,12.239,11.6355,13.3929
YWHAZ,332.25,297.365,324.538,263.559,280.026,278.705
SRM,86.4923,76.4968,75.5664,75.9905,79.8057,74.9481
CHUK,18.8922,19.4617,19.6012,21.9232,22.7972,24.0866
CYP2D7,0.522313,0.35073,0.197649,0.822134,0.583758,0.73308
XAGE1E,0,0,0,0,0,0
GABRR1,0,0,0,0.0563055,0.0557454,0.0146196
NDUFA7,26.2613,19.5712,25.8433,34.056,28.5648,30.608
ANKHD1,12.8008,9.8533,12.5175,12.6824,13.4123,14.1674
CD63,298.362,261.349,272.087,339,335.937,290.553
SLC18A1,0,0,0,0.101524,0,0
CD14,0.48991,0.304855,0.22792,0.700516,0.974297,1.16449
SERF2-C15ORF63,0.486772,0.31613,0.249307,1.68629,1.50394,0.727304
STK16,5.94782,5.98304,5.25715,8.22137,7.27689,6.88611
LINC01501,0.0269771,0.0273882,0.0522581,0,0.0489199,0.0258457
OCLM,0.252566,1.68454,0.925242,0.620044,0.83278,0.597606
ARSE,0.450778,0.409482,0.621287,0.479251,0.606239,0.375634
FAM189A2,0.166023,0.394323,0.292552,0.383873,0.309001,0.203523
LIX1,0,0,0,0.0570472,0.0563732,0.0143418
ABCG5,0,0.0228838,0,0,0,0
DSTN,109.008,93.9915,102.136,96.3212,105.636,98.7817
SPEF1,0.0287645,0.0278366,0.0523695,0.188097,0.165254,0.179465
LINC01503,0.878409,0.737284,0.964877,0.977557,1.08858,0.971461
GJA3,0.0221608,0,0,0,0,0.0126409
GOLGA6L6,0,0.00414033,0.00602918,0.00975844,0.00515769,0.0304286
SLC19A3,0.190099,0.30865,0.168976,0.231556,0.170437,0.125641
WDR45,8.25753,7.26033,7.67756,11.7045,11.8036,10.9339
UBE2F-SCLY,0.151335,0.162967,0.149171,0.406764,0.381208,0.371965
DUOX1,0.0411747,0.0301193,0.0212842,0.083271,0.0385826,0.04687
C8orf88,5.41476,3.25585,4.86751,5.05405,3.69933,5.46653
ADAMTSL4,0.201815,0.27983,0.394931,0.422123,0.486651,0.352489
CFAP221,0,0,0.0181772,0.0905079,0,0
TOPBP1,23.4871,24.9065,25.0378,20.4313,22.0539,23.1173
CCDC71,8.7459,7.74699,8.85698,11.0724,11.0646,10.884
IRF2BPL,17.508,17.3,16.2712,18.5055,17.5005,19.8386
ZNF622,13.6235,12.6792,13.7288,23.8996,24.5936,23.2761
GNLY,0,0,0,0,0,0.0623178
YTHDF2,36.7215,34.0895,35.9766,46.4664,49.127,48.9397
NRIP3,3.66319,2.78421,3.12658,4.12369,4.33885,4.04801
LOC101927815,0,0,0,0,0,0.0387981
NDUFS8,101.665,85.7523,85.0169,104.554,102.626,91.6705
CRTAM,0.0259917,0,0.0257214,0.0173208,0.0230551,0.0239629
BMP10,0,0,0,0,0,0.0263455
SUSD6,3.5722,3.72793,3.44852,4.55096,4.95539,5.06629
OIP5-AS1,18.1836,21.6682,20.5447,16.4517,15.4806,21.1946
SLC15A1,0.0552719,0.128763,0.0893563,0.0340017,0.0172985,0.0543206
PPIG,28.2805,28.0072,32.1352,32.3486,33.4563,33.9642
NDUFV3,7.6975,9.10232,8.74058,9.46887,10.9591,10.718
ACYP1,7.6213,7.02908,7.0769,8.89702,8.74349,8.25494
DIDO1,23.2185,22.0138,22.3936,22.0917,21.6915,23.2501
EVI5L,6.33362,5.74476,5.90655,8.40795,7.79624,8.54707
PEX7,2.6839,2.73805,2.19962,3.71351,3.23084,3.39967
MADCAM1,0.0325089,0.114349,0,0.129545,0.0436626,0.157195
PPIA,681.058,632.308,663.252,640.561,626.77,553.762
CFAP70,0.0891796,0.165034,0.161305,0.224669,0.371236,0.363174
LINC01546,0,0.0604776,0.116836,0.176025,0.170251,0.0618788
WBP1,19.2661,18.8906,20.1752,20.8053,21.7761,18.323
TMEM189,19.5828,17.0266,19.0169,21.1361,21.2309,22.4481
LOC100996325,0,0,0.0276362,0,0,0
MAX,12.8651,11.3731,12.0883,15.7077,15.3462,14.8766
HCFC1-AS1,0.0433625,0.0910922,0.124719,0.046486,0,0.101341
CD79B,0,0,0,0,0,0
IRAK1,136.007,134.929,125.319,104.971,106.775,111.134
TMED7,63.6699,60.9018,65.3641,57.9592,62.2174,69.3946
PP14571,0.046282,0.0159453,0.0716386,0.0326491,0.0164122,0.0371629
BCL6,6.63656,6.48454,6.67269,10.9634,10.1866,10.3633
LOC100507472,0,0,0,0,0.0239759,0
RAB31,48.818,46.9083,48.8452,35.6857,40.5535,40.5923
TGOLN2,53.5437,50.4529,51.6779,37.3339,36.6565,38.3951
CIDEA,0,0,0,0,0,0
TRIM25,16.5234,17.0153,15.7883,41.2407,37.516,40.9197
PLAG1,1.13623,1.13471,0.998835,2.47565,2.13906,2.81178
TCTN1,5.10123,6.11419,5.22553,4.74753,4.49448,4.35813
TONSL,13.1837,12.9182,12.1232,15.0176,14.8375,14.8432
DLEU2L,6.46944,7.36597,7.0534,7.13082,6.10108,7.27486
FERMT1,1.66151,1.42172,1.47851,1.47955,1.25169,1.29841
SOWAHB,0,0.0158149,0,0.036099,0.0382764,0.0207776
TSTA3,14.5484,13.265,13.5911,18.0787,17.2255,15.7942
CLCN5,1.04384,1.1502,1.43029,0.747526,0.667669,0.925618
DEPDC5,2.68478,2.34011,2.82509,2.56037,2.47412,2.58072
LINC00434,0,0,0,0,0,0
DAB1,0.531725,0.723478,0.766853,0.14472,0.208455,0.277312
SAMD3,0.202087,0.266394,0.268675,0.496171,0.572558,0.480894
LOC730101,2.60805,3.10776,2.82718,3.44921,3.29824,3.62092
RBFOX2,25.1841,25.0971,25.5914,23.7464,22.7183,24.8798
NLRP5,0,0,0,0.0119761,0,0
SNRNP35,8.43785,7.09441,8.71234,10.1283,9.49653,8.00821
FAM53B,8.56215,8.88912,7.58451,7.27839,6.74712,7.74813
L3MBTL2,8.46635,7.19889,7.74972,9.16366,9.10408,8.43352
OR5C1,0,0,0,0,0,0.0641428
VSTM5,0,0,0,0,0,0
HLA-H,8.22252,8.96721,7.43823,45.7741,39.4008,41.8428
D21S2088E,0,0,0,0,0.033042,0
LRRC20,6.297,5.43248,5.33716,5.09106,4.28195,4.6679
ERCC6L2,3.78072,4.18549,4.2819,3.35001,3.4869,3.94966
PRKAA1,32.2462,31.3839,33.4847,31.2574,34.4895,36.5499
LOC100507642,0,0.0825239,0.0198805,0.11099,0.133973,0.0428372
SIK1,2.43576,2.57334,2.33233,3.96513,4.3047,4.29569
OSGEPL1,1.9298,2.62364,2.29237,2.19201,2.3499,1.86298
VPS4B,7.95952,7.66407,8.13336,8.72859,9.21771,9.54006
GLT8D2,1.43334,1.43192,1.8862,1.94958,1.4699,1.92474
ADAMTSL2,0,0,0,0,0.0517871,0.0845759
TSPAN15,32.0892,27.7636,30.9845,29.158,31.1328,28.2617
TOR2A,2.73886,2.65475,2.32682,3.76498,3.22915,3.20887
BMP15,0,0,0,0,0,0
LOC101929829,0,0.10643,0,0,0.293859,0.0119001
CORO7-PAM16,0.118309,0,0.412807,0.671578,0.0948476,0.121416
POU3F1,0,0,0,0.0494634,0.0858416,0.0744137
NHLRC4,0,0.0226961,0.0806606,0.0244835,0.0257403,0.0890643
SAP30,14.4791,10.2907,13.056,23.0905,28.0792,22.3666
CD2AP,16.7127,16.5634,16.9807,19.4209,21.315,23.9914
FAM13B,16.5545,18.6935,17.723,17.106,18.0516,17.301
REPS2,0.22706,0.167079,0.19633,0.34613,0.305613,0.351498
RNASET2,11.0214,8.72035,10.7743,13.6482,14.3414,13.4369
MARCO,0,0,0.0198484,0.0225732,0.0236904,0
FCER2,0,0,0,0.025021,0,0
CALCB,0,0,0,0,0.0548564,0.0565785
HPRT1,58.9252,55.1829,57.9238,66.8475,67.3802,69.4439
IQGAP1,101.713,104.749,104.026,76.9579,79.34,81.7707
CD82,12.9504,12.7589,12.5785,19.6836,18.5694,18.8298
FAM225A,0.417247,0.404633,0.360247,0.340981,0.363745,0.462402
C1orf56,2.01465,1.6725,1.67596,1.80254,2.2137,2.00986
ARHGEF26-AS1,3.64289,2.55535,3.02154,2.87171,3.53508,3.24528
TNNT1,12.3089,10.7219,11.9638,21.4579,19.0371,19.306
DNAJC5B,0,0,0,0,0,0
ITGB7,0,0,0.0210475,0.0469637,0,0
FLJ43315,0.0282623,0.0547957,0.0538833,0.0269176,0,0.114651
HIRIP3,7.74419,6.88582,7.76882,7.69654,7.03219,7.94932
ZFC3H1,6.23149,6.60577,6.82073,5.00894,5.28306,6.11633
C5AR1,0.160282,0.104319,0.114622,0.355361,0.253084,0.320429
GXYLT1,7.01346,6.48927,7.5747,4.80057,4.89899,5.77112
ERP44,12.9594,12.65,12.957,16.2693,18.4385,17.7125
FAM231A,0.0608132,0.250048,0.78682,0.943016,1.1549,1.27777
SAC3D1,12.0989,12.5347,9.71573,10.8039,9.72861,10.3857
ARHGAP5-AS1,0.4056,0.461207,0.509657,0.364363,1.40316,0.930491
SGPP1,7.39877,6.2304,7.12787,7.31349,8.24767,8.83399
SYT16,0.156545,0.20662,0.167929,0.229696,0.167189,0.154112
TAF12,21.1226,17.3751,18.5266,25.0629,23.5627,21.3862
ISG20L2,17.4138,16.3798,15.9656,21.369,22.2514,21.8225
SSUH2,0.326596,0.213382,0.23453,0.382123,0.548102,0.494955
ZNRF2P2,0.813118,0.930834,1.363,0.756986,0.57684,1.01139
LOC102724312,0,0,0,0,0,0
SLX1A-SULT1A3,3.26025,2.37573,2.7991,3.28291,3.45056,3.55675
PFKP,63.9719,61.6107,60.5105,92.7988,92.4277,90.1824
E2F1,28.3964,25.933,26.5329,25.7849,26.0748,26.2567
SAMD10,0.876198,1.10413,0.972325,1.80755,1.63924,2.37479
MINA,7.99769,7.64868,8.46299,7.41677,9.17624,9.24
NT5E,10.9036,10.9015,10.4546,40.6836,48.0181,44.3415
TMEM17,0.662285,1.06177,1.12636,0.993896,1.60725,0.792706
GTF3C1,16.6611,16.5379,15.9844,13.7578,13.0605,13.9177
ORC3,20.7913,21.1974,21.0588,22.4874,24.8215,25.8084
PRF1,0,0,0,0,0,0.0799041
AACSP1,0,0,0,0.0258312,0,0.0553488
UTP14C,5.94394,6.51494,5.89795,6.20281,6.11025,5.93907
KCNJ10,0.593492,0.573283,0.646201,1.1721,1.23157,1.09354
SMN2,28.9878,29.7411,30.2835,34.0786,28.2226,31.1983
TRAPPC3,25.0312,27.8909,24.2256,28.0122,28.6458,27.4148
GAREM,0.285142,0.300373,0.231556,0.262797,0.164527,0.229364
GCGR,0.0214749,0,0,0,0,0
EPT1,11.7964,12.9876,13.6732,8.65718,8.90297,9.67535
ANKRD44-IT1,0,0,0,0,0,0
CBS,8.50956,7.85693,7.83439,14.5639,15.2183,13.5987
BCL2L10,0,0.0381425,0.0348703,0.0405998,0.19208,0.175939
C16orf96,0,0,0,0,0,0
P2RY8,0,0,0,0,0,0.0114414
TROAP,18.8547,16.1506,15.3853,17.3144,13.6306,14.6563
TNNI1,0,0,0,0.00711264,0,0.00789176
ZNF534,0,0,0,0,0.0275882,0.055769
FRG1BP,6.09968,5.41241,5.93979,5.84595,8.42913,7.1809
SYTL3,0.16609,0.2344,0.291141,0.468777,0.427285,0.50304
NMRAL1,0.146531,0.178659,0.171596,0.154954,0.233754,0.042159
PPP1R11,24.6396,22.8865,22.8051,27.8489,28.0486,27.1939
YRDC,13.8515,13.4565,12.873,18.3661,19.8361,21.1002
ANO2,0,0,0,0.0473223,0,0.012669
CHD9,30.1051,34.5766,34.507,27.7065,28.6947,34.0679
CLDN6,0.194375,0.142843,0.229981,0.247651,0.156435,0.498988
TBC1D3C,0.54466,1.02047,0.46139,1.60514,1.75528,1.54531
ZNF354B,2.66906,3.18562,2.76661,3.50173,3.76422,4.57825
A1CF,0,0.037943,0,0.027559,0.0239505,0.0319686
CRYAA,0,0,0,0.123871,0.182266,0.0460348
ZC3H6,1.26642,1.53868,1.39561,1.36193,1.3406,1.71936
PPP1R32,0.193565,0.272807,0.164632,0.63104,0.462264,0.994198
BDKRB1,0.0431108,0,0.0412266,0.0437376,0.0454164,0
RBM23,23.6645,21.0981,22.2799,23.2061,24.5711,22.9909
RASL10A,0.0377544,0.209869,0.0986006,0.673087,0.888355,0.435729
PTK2B,0.837462,0.684483,0.727679,1.4466,1.34355,1.34929
BOLA2B,15.5453,12.6675,14.1542,16.7971,18.7867,15.3664
TMEM18,8.79319,6.97558,8.26015,8.61344,8.9855,7.33493
PRDM7,0.0125112,0.0251166,0,0,0,0.0126979
NCK1-AS1,0.967,0.953548,0.760721,1.42057,1.2326,1.19111
SFXN5,15.2482,15.2366,15.1799,18.9984,18.3793,20.8179
GGPS1,7.72752,7.04711,7.77152,8.6864,7.99572,8.5466
C5orf56,0.553714,0.537705,0.537783,5.89117,5.33618,6.43005
IRF2,4.36942,4.04478,3.93946,7.84248,7.87598,7.70458
SLMAP,21.8258,22.652,22.6662,24.8057,25.8861,26.9358
POTEF,0.0217023,0,0,0.0399003,0.0327443,0.101494
SEMA7A,4.02909,3.8546,4.21773,8.91869,7.80434,8.20111
SNRNP27,44.6394,41.5087,43.9698,56.8025,54.3431,53.7489
PODNL1,0.230819,0.182389,0.176645,0.371509,0.35135,0.316848
RRS1,19.162,17.4593,15.6471,18.6418,18.5034,17.7361
MYOZ1,0,0,0,0,0.0547166,0
ZSCAN9,5.3427,5.94261,5.72232,7.18278,7.00326,6.74725
DNA2,10.8209,10.7173,10.7996,8.9653,9.57953,10.5579
OR10J1,0.0737939,0,0,0,0,0
SMAD1-AS2,0,0,0.159724,0,0,0
NMBR,0,0.0445071,0,0,0,0.0445471
BAG3,34.2229,34.006,32.5086,38.0858,38.4681,40.2421
ASPM,37.2604,43.8438,43.7622,20.1372,21.8252,24.6019
DHH,0.0309002,0,0.0560012,0.135804,0.072335,0.0777549
KLHL7,18.4149,16.3574,17.5877,20.3739,20.3118,18.3616
ALOX12,0.0171714,0.0674292,0.0642392,0.104471,0.0537898,0.0781231
ZNF791,6.27131,6.86607,6.88456,10.0456,11.6042,11.4793
SRGAP2-AS1,0.0839091,0.141723,0.102133,0.0586713,0.0388313,0.241407
ADAMTS17,0.105089,0.0895163,0.0665368,0.0744739,0.0910187,0.137565
NCK1,7.10181,6.35486,7.06,6.89052,7.1636,5.47478
LINC00330,0,0,0,0,0.0241706,0
LOC101928437,0.0481969,0,0.123455,0.040421,0.0198363,0.135566
PRR20B,0.0114727,0,0,0.0119951,0,0
RPSAP9,0.242143,0.160561,0.352235,0.527239,0.608447,0.518094
CD37,0,0,0.227566,0.0430821,0.042736,0
FURIN,35.0901,33.5324,32.8005,30.4905,28.9202,30.84
MUC13,0.0194294,0.0407224,0,0,0.0174338,0.0543796
SUZ12,32.0574,29.9363,31.6855,33.3594,36.6446,39.199
TRIM54,0.0272987,0.0630844,0.0211657,0.140835,0.0244175,0.0259262
