GeneName,HRP1,HRP2,HRP3,HRZV1,HRZV2,HRZV3
AKAP3,0.107725,0.0792394,0.0969563,0.327469,0.399053,0.375851
VWA5B1,0.0193932,0,0,0,0.00797451,0
NDUFB7,43.5616,45.614,46.4178,19.191,29.8567,24.4171
CTSF,18.7411,14.7517,19.2918,8.56598,10.7878,8.45511
SQRDL,15.5386,17.9039,16.5981,26.2719,22.248,25.2815
NPHP1,2.46284,1.92945,2.45516,2.03493,1.53736,2.03774
CT45A5,0.406131,0,0,0,0,0
A2M-AS1,0.208933,0.134373,0.104211,0.107505,0.0945401,0.0446031
B3GALT4,1.21587,1.28516,1.89023,0.899641,0.866768,0.946821
EPHB1,0.130827,0.0674013,0.108854,0.711288,0.576168,0.837262
JARID2-AS1,0,0,0,0,0,0
OSGIN2,27.5266,33.331,31.266,20.4727,26.7148,21.4948
LOC152225,0.0581418,0.0282655,0.207815,0.15521,0.401726,0.0860257
SERF2,46.4544,48.6735,54.4541,34.4689,37.2925,33.7473
LDLRAD4-AS1,0.0750392,0,0,0,0,0
HSH2D,0.0157941,0.0149822,0.0889253,0.819433,1.31862,1.2593
KLHL24,17.9405,11.1218,13.8948,10.558,7.05271,9.08748
FECH,5.74642,5.70614,6.19749,6.23104,5.68898,5.83334
LOC101928837,0.202822,0.189482,0.177901,0.192151,0,0
PMCHL1,0.206866,0,0,0,0,0
PTGES3L,1.01366,0.681648,0.950282,0.430678,0.685949,0.375898
ZNF491,0.381474,0.442008,0.360025,0.0849106,0.203363,0.184283
CMTM4,9.19493,8.20392,7.88072,6.82139,6.18528,7.36426
DUOX2,0.0150778,0,0.00679171,0,0.0123146,0.0421447
SERPINI2,0,0,0,0.0285176,0,0
C1orf123,21.5916,21.0886,20.996,18.2119,19.0612,20.2959
NUP88,13.4457,15.0809,14.0323,17.1914,19.1802,21.0935
BMPR1A,11.8997,11.8882,12.5321,10.269,8.97139,8.98302
SEMA4C,9.70499,9.64572,10.5483,12.5326,12.7275,12.2783
PXN,52.0454,54.6455,55.9706,73.8443,73.0112,81.2486
TMEM8C,0,0,0,0,0,0
ETNPPL,0,0,0,0,0,0.124561
DBP,1.87969,1.23175,1.49322,1.41878,1.18618,0.708184
FAM157C,0.210072,0.0506416,0.0960623,0.0531667,0.0878795,0
FARSA,24.7019,27.4114,27.9134,27.6515,32.1135,28.9163
LOC102724301,0.113456,0,0,0,0,0
PHF8,4.55799,3.95807,4.53241,4.83662,3.75299,4.21772
HP,0.194919,0,0,0.3475,0.0851355,0.130557
TEPP,0.112802,0.170248,0,0,0,0
PTPRVP,0.0223181,0.0318717,0.0302091,0.0540571,0.0910472,0.0308208
FAM57B,0.0775073,0,0.0467071,0.0258808,0.0629189,0.0465825
SWT1,2.14162,1.45278,2.17689,2.07256,1.49865,1.84139
LARS2,5.53053,6.371,5.82365,6.61319,6.44269,6.15765
ZNF99,0.0322999,0,0,0,0,0
ORAOV1,4.86014,5.01424,5.2334,7.75381,9.27777,9.91939
NABP2,6.67366,8.21502,8.29838,7.53102,6.22778,6.38668
CTSZ,79.0062,84.5629,87.4532,74.3648,76.0993,74.4762
PRR16,2.97049,2.8978,3.40894,2.30888,2.48883,2.19077
KLHL29,2.9864,2.29867,2.87512,5.2593,5.29213,5.77511
GPR143,3.91966,2.72298,3.87381,7.51085,7.49161,8.67176
GPR89A,10.5679,10.4732,10.1077,11.3219,11.081,11.1905
AKAP11,12.3425,11.4374,11.4565,14.3533,12.0718,13.0872
IFT57,9.46258,8.05821,8.25353,12.0792,11.8206,12.6239
RRNAD1,4.75701,4.07113,5.15027,5.84433,6.32304,6.86274
AIRE,0,0,0,0,0,0
NUDT3,18.4802,22.7258,20.3519,22.357,20.502,22.5793
MSL2,6.57806,7.08572,6.62214,9.82294,9.31558,9.6693
TBC1D5,15.2607,14.1481,13.6366,20.0035,14.2327,17.834
ENPP1,7.73557,7.20586,7.26836,1.69674,1.7471,1.43193
EIF3M,137.734,137.857,138.007,140.424,136.019,138.775
LOC340107,0.0726397,0,0,0,0,0
SCMH1,11.8746,10.5936,11.345,14.0518,15.8615,13.9687
FGF9,0.188868,0.0931002,0.126908,0.116297,0.167892,0.109766
ACTB,3022.4,3390.34,3358.78,1212.47,2108.26,1338.86
SLC25A32,9.42994,11.8402,10.6451,13.9198,15.2948,13.2289
RPS23,81.9205,87.4396,83.3776,88.7634,76.5635,84.7076
UBR4,23.0284,21.4933,20.8427,26.3998,22.7638,24.0025
LOC100379224,3.62651,2.92422,3.47209,4.6515,3.22709,3.85087
POLR2D,8.28913,9.76196,7.42716,10.2088,10.6938,12.4125
NINJ1,19.2732,18.1999,19.501,18.9644,20.8105,21.0117
SLC7A4,0.260128,0.0456743,0.256625,0.167565,0.135921,0.10941
HES3,0,0,0,0,0.14665,0
CYFIP1,33.3064,36.7939,35.029,25.4391,24.9684,23.3279
TOB2P1,0.298533,0.149242,0.208985,0.388258,0.535794,0.36145
LINC01087,0.405152,0.0211286,0,0,0.0348994,0
SCIN,0.692005,0.553791,0.742431,0.671028,0.612197,0.629391
BLOC1S3,3.53273,4.3903,4.00113,3.83785,3.61272,3.59293
CXorf21,0,0,0,0,0,0
LOC101928767,0,0,0,0,0.0604832,0.289289
GNA13,19.7895,18.4823,20.5932,28.6256,28.8847,25.249
TTC36,0.495076,0.162867,0.224691,0.0863594,0.134761,0.234005
NME5,1.62735,1.53105,1.92251,2.12452,1.6995,1.8376
LOC100506548,11.073,9.7532,10.5618,12.746,9.60067,13.9798
EPPK1,3.07652,2.69404,2.98218,0.754455,1.61383,0.885887
RAB9A,11.4558,13.6741,13.2493,12.1043,12.5047,11.1363
GOLGA8K,0.117927,0.124518,0.374583,0.404718,0.427953,0.484648
ZNF30-AS1,0,0,0.154044,0,0.282888,0
RRS1-AS1,0.0901805,0.0733497,0.0268503,0.0408235,0.0490971,0.0894673
LOC100288911,5.80014,4.47351,6.37116,1.96007,4.55412,2.72454
GABRA2,0.023942,0,0.0213333,0.022085,0,0
CCDC136,0.935506,0.81655,1.04943,1.3267,0.7758,1.25093
ZBTB43,3.61973,3.4944,3.68152,4.53806,3.37429,4.05348
ATXN7,6.32055,5.88063,5.99828,8.01233,7.37231,7.29908
LINC00899,0.551332,0.30081,0.427677,0.345698,0.558506,0.73434
TBL3,11.4338,13.0699,12.2031,8.87141,10.157,8.62358
MAPRE2,8.36381,8.52288,7.68759,9.05369,7.66388,8.51671
NOC2L,25.5666,29.7884,29.235,28.4546,31.9774,31.3699
GADD45G,0.349468,0,0.373145,0.80114,0.43412,0.217924
SPOP,17.3847,19.5571,18.6488,23.8472,23.5487,23.511
CACNG8,0.207476,0.224195,0.164233,0.0844258,0.0980726,0.0418171
KNTC1,3.41886,4.37791,3.69366,4.58727,4.12183,5.02289
EGFLAM-AS2,0.0909373,0,0,0,0,0
ANLN,10.8547,18.3447,12.5304,4.69959,6.28444,5.46636
ITGB5,59.8691,67.8987,63.7147,45.0432,49.0376,45.7394
BAGE,0,0.120732,0,0,0,0
LMAN2,54.6437,60.4231,60.8752,65.4077,64.6279,68.905
STRA8,0.0559053,0,0,0.161269,0,0
ADAM6,0.11195,0,0,0.0259972,0.022676,0
FEM1A,8.10566,7.64498,8.13497,7.83236,7.85693,8.54302
AQP2,0.0223839,0,0.00994067,0,0.00905092,0
LINC01224,0.0705151,0.0856915,0.0210465,0,0,0
LINC01135,0.267977,0,0.055213,0.0473326,0,0.324041
GLRX2,10.6069,7.45472,8.95565,15.2859,15.1691,12.3921
CGREF1,2.77938,2.73238,3.18236,1.79673,1.99734,1.592
BCAN,0.101359,0.114058,0.243778,0.21852,0.249844,0.375944
ILF3,60.0056,61.2922,60.6372,50.503,53.7956,48.5384
MZB1,0,0,0,0,0.054637,0
LOC285804,0,0,0,0.0244683,0,0
CGB5,0.0094389,0.241744,0.216524,0,0.172103,0.282721
QTRTD1,5.25511,5.20143,5.7156,8.10988,7.85215,8.17287
TMC2,0.0153737,0,0,0,0.0124475,0
ATP6V1E2,0.361138,0.519467,0.18506,1.00562,0.716016,0.860561
B4GALT4,16.567,18.5065,18.0974,15.8286,16.1137,18.1759
CEP63,10.8431,10.3033,11.6449,14.7671,12.1382,13.5973
WNK3,0.35946,0.391273,0.426842,0.699148,0.550766,0.54784
IQSEC3,0.543125,0.360487,0.491549,0.60313,0.660358,0.767146
PACERR,0,0,0,0.329905,0,0
GOLGA1,5.03768,4.00093,4.72277,6.27059,5.46288,5.52577
SLC35A1,10.8814,9.05021,10.7179,14.2587,10.6915,15.0761
PKD1L1,0.0106274,0.00509703,0.0190927,0.0298657,0.0260151,0.0349756
LOC646471,1.94237,1.30588,1.96356,1.31874,0.919332,0.973504
ZNF667,1.97133,1.63327,1.58713,2.28094,2.05502,2.55386
GALNT15,13.5531,6.96712,11.4233,2.48094,2.64777,1.68198
OAZ1,197.436,193.414,208.676,176.496,200.531,192.515
GPR25,0,0,0,0,0,0.070873
FAM45A,17.2121,17.405,18.1627,17.3259,15.8609,16.6627
NUCKS1,55.1528,58.345,54.9442,65.4188,57.2713,63.8891
FKBP15,10.3423,9.8366,9.74903,9.69251,10.4477,8.58513
LOC146513,0.0607446,0,0,0,0,0
P4HTM,6.89978,5.39051,8.08549,7.02734,5.4243,6.07673
MST1R,0.147239,0.0689175,0.105087,0.305536,0.257943,0.288927
CD200,20.1255,15.6715,18.9945,11.9394,14.7344,10.3438
ELOVL2-AS1,0.0330579,0,0,0,0,0
STKLD1,0.188796,0.0604894,0.141592,0.151698,0.231592,0.221486
LINC01370,0.0830629,0,0,0,0,0
MAML1,7.8734,8.27642,8.35544,9.17757,8.80908,9.51987
CCNB2,6.40262,10.866,7.06946,5.72689,5.85742,6.63441
PSMA8,0.0386494,0,0,0,0.130307,0
HEPACAM2,0.0228844,0,0.0815162,0,0.0185234,0.088402
PRKCB,0.0475109,0,0,0.00527444,0,0
ARMC7,3.23241,3.08761,3.7095,3.47489,3.34567,3.1673
PGM2,15.269,15.3,15.2673,12.3698,13.282,11.2355
HNRNPD,84.396,95.7103,86.4833,97.6602,97.2798,89.3033
AOAH,0.0958548,0.0793269,0,0,0,0.0196562
C15orf65,6.30518,4.96329,4.7452,7.14747,5.14996,6.60214
RRP12,8.03901,8.5094,8.36205,11.0805,13.3623,11.224
MEX3C,20.9749,20.9397,20.4794,32.2373,31.6378,29.9376
PHGDH,96.3559,67.4388,101.294,94.4742,99.832,102.283
CD14,0.0349261,0.0335903,0.141437,0.188048,0.15308,0.17228
TEX2,4.73528,4.63604,4.45893,4.29959,4.50928,3.84415
CLK2,17.6136,17.813,17.6299,16.0102,14.3872,15.0876
CLIP3,21.0051,17.7599,20.5315,11.623,12.009,10.8006
RPUSD1,6.39469,6.56202,6.2606,5.95484,7.19788,7.18188
NAT16,0.0197702,0,0,0,0.0327922,0
C17orf67,0.378262,0.471238,0.444434,1.33939,1.13144,1.13713
LOC283140,0.0589922,0.0376341,0.0348495,0.217573,0.0634393,0.112066
LAMTOR1,39.0944,37.0552,39.3931,35.1132,39.0812,36.6678
ECHS1,36.1776,36.3227,32.6998,40.7518,40.0673,42.6481
MAMDC4,1.27727,1.19568,1.30276,1.96332,2.36932,2.40823
ACACA,15.5673,16.8327,14.8533,13.5081,11.3933,11.4755
C16orf62,20.8372,21.5993,19.9028,21.2431,20.5569,19.9117
LOC101927322,0.118059,0.113357,0.0715816,0.0396364,0.0649911,0.0363602
CTXN1,9.06876,8.84205,10.946,5.31386,8.30651,5.98578
MYCL,0.324573,0.196106,0.258568,0.302674,0.247046,0.410795
ASPSCR1,7.52734,8.4802,9.60491,6.80546,6.52109,5.47304
C12orf66,1.79325,1.64466,1.63638,3.85642,3.62958,5.41948
FHL2,315.158,292.676,318.104,227.908,289.987,229.38
SLC5A9,0.0709955,0.0150919,0.0140546,0,0,0
GCGR,0,0,0.0236468,0.0263827,0,0
LOC101927827,0.572776,0.0919756,0.102746,0.104497,0.0189901,0.311158
RND3,42.387,34.9022,40.8451,122.497,133.412,134.641
PRDM16,0.0715395,0.0181695,0.0173137,1.09755,0.556133,1.19403
CCDC186,8.30176,6.92214,7.69157,7.04192,5.75384,5.92452
RNF166,6.35638,5.83006,6.37311,7.74578,8.37314,7.12938
FUT3,0.0500635,0,0,0.0441734,0,0.0205785
TSEN15,37.1343,30.8887,39.889,52.1967,52.1044,49.7192
PIN1,22.7453,25.7957,24.8886,15.6556,20.6057,16.5937
MRM1,2.84479,2.51908,2.24291,2.37786,3.60289,2.79967
EFCAB6-AS1,0.0590449,0,0,0,0,0
IL1F10,0.0511638,0,0,0,0,0
EPS8L2,55.2533,50.3622,55.9804,46.0604,58.1391,51.2208
MKI67,3.70368,5.33952,3.58986,1.96862,2.7036,2.27412
ING5,3.14777,3.65511,3.79772,4.19008,3.84547,4.42162
NOX3,0,0,0,0.0236597,0,0
MAGEA5,0,0,0,0,0.0268222,0
AKT2,19.0994,19.2799,19.861,15.8782,15.4452,14.3801
HKR1,4.03004,4.57468,4.72472,5.05193,4.65859,4.83286
GPX3,50.3389,18.8058,42.064,12.7415,12.4958,8.70076
ITPR3,14.3356,14.7949,14.2578,46.6888,37.3386,46.1268
APOOL,5.07578,4.12067,4.3442,5.51993,4.322,4.82934
C9orf152,0.0889854,0,0.0480392,0.016474,0.0579161,0.0166185
GXYLT1P3,0.515233,0.135579,0.234306,0.125637,0.192429,0.163239
DIRC3,0.0747211,0.023932,0.022313,0,0.0202818,0.0475159
FAM46A,3.47404,3.84655,3.17633,6.74417,5.19994,5.77152
PPP1R3E,0.984277,0.62005,0.973038,0.850736,0.736084,0.513344
CDK9,17.4712,18.5666,17.9609,17.9784,17.9894,15.9383
NXPE4,0.0213671,0,0.0376042,0.0192263,0,0
LBX2-AS1,1.91057,1.12273,1.73512,3.23176,4.25012,3.32087
DDX4,0,0,0,0.194999,0.020869,0
HDAC3,17.2382,17.4859,17.6713,15.2894,14.4712,15.1999
ACTL8,0.033501,0,0,0,0,0
GRSF1,20.011,21.7425,20.148,17.3515,17.678,17.7456
ZNF189,5.67584,5.25098,5.631,8.30411,6.87181,6.99664
LMAN1,88.9111,105.599,90.7574,88.0478,71.4785,81.5329
DONSON,7.95751,8.79427,7.69068,7.81825,5.70527,6.62602
SPATA31A6,0.0726202,0,0,0,0,0.00827568
GNRHR2,2.12814,1.4211,1.86244,0.665345,1.04244,0.869037
TNFSF13,0.794481,0.826257,0.745444,1.52396,1.22558,1.29765
VGLL4,29.4921,28.4591,29.5701,30.5976,25.2831,26.5931
METAP2,27.2389,26.1413,26.2379,25.7431,25.7887,24.1598
SYNE1-AS1,0.356259,0,0.399932,0.26453,0.361431,0.255
PPARG,4.2346,4.94426,3.88216,8.58256,7.02783,8.33053
KPNA3,17.1303,17.6798,17.7886,20.0132,19.3924,17.9393
CPS1,0.40153,0.274278,0.222567,0.314577,0.198546,0.20809
NRAP,0,0,0,0,0,0
SSTR1,0.792229,1.08567,0.862255,0.849468,0.878428,0.693645
MAGEB17,0,0,0,0.0318385,0.0273049,0
OR51A7,0,0,0,0,0,0.0731007
MEX3D,11.3267,12.3952,11.8322,6.96314,11.7212,9.57006
SLC39A5,0,0.0285624,0,0,0,0
MS4A10,0.0241269,0,0,0,0,0
GIMAP2,0.0372377,0,0,0,0.210271,0.0723139
C2orf49,8.77602,7.2403,8.55762,8.70139,8.05667,8.38926
GLG1,42.155,42.9186,40.9537,46.1763,39.01,42.5318
UTRN,8.86734,8.79804,8.29195,10.2473,8.33178,8.88963
LANCL2,4.47311,3.17962,3.74226,3.73857,3.6313,3.44903
SMAD2,10.3484,10.6842,10.3656,12.0529,11.802,12.6507
MYEOV,0.120159,0.0968821,0.119854,0.187981,0.266825,0.192458
C7orf26,9.79315,10.5213,11.2812,11.5712,13.2076,13.2009
LOC284648,0.114365,0.0545224,0.0255483,0.134127,0.162035,0.0271847
PRR27,0.0532791,0,0,0,0,0.0134304
PRDM8,1.00282,0.915612,0.887585,2.16565,2.5769,2.72981
LOC101927865,0.484077,0.45418,0.442385,0.75666,0.797465,0.793167
CMTM8,5.2038,6.37268,6.64012,1.81851,3.49068,4.52589
GBP1P1,0.203858,0.224383,0.151968,2.90521,3.09397,2.00963
C17orf112,0.0701315,0,0,0,0,0
DNM1L,25.4483,24.4333,25.4888,24.1444,22.1038,22.0201
IFFO1,10.7491,9.70003,11.9249,7.03945,8.08463,6.80348
FAM171B,2.62826,1.94484,2.28983,1.9384,1.29041,1.58646
CEP170,27.8491,30.1325,27.3795,24.5557,27.3032,22.5293
ZNF253,2.60081,2.06518,2.22099,2.43581,1.88182,2.19175
ARL4A,6.04425,7.1235,7.05062,13.7929,13.8472,13.3637
APOH,0,0,0,0,0,0.0388929
LOC100130691,0.787022,0.579929,0.698453,1.11436,0.927746,1.0368
CDH12,0.299231,0.272657,0.200681,0.163141,0.179937,0.133217
LOC440173,4.73971,2.87154,3.58195,1.536,2.00243,1.53584
CHML,7.98694,7.28777,7.86109,8.09352,7.55041,6.17631
RSPO4,0.152832,0.100579,0.0709711,0.353735,0.251524,0.364888
GMDS-AS1,1.6574,1.12621,1.42289,1.66716,1.66416,1.34649
C11orf88,0.191291,0,0,0,0,0
DNAJA1,87.2446,94.007,84.2218,105.156,88.0591,98.3349
ZNF771,3.64842,3.51446,4.77061,1.67411,2.05094,2.10003
KRTAP5-5,0.0889048,0,0,0,0,0
TBC1D28,0.0229175,0,0,0,0,0
STAT2,41.9363,32.4484,38.5268,62.8446,49.2391,56.9507
SASH3,0,0,0,0,0,0
PSMG3,7.35485,7.25091,7.75715,8.089,9.02817,7.94091
GCOM1,0.201488,0.119237,0.235338,0.159874,0.179665,0.151723
GALNT10,21.9574,27.2983,22.5982,15.5913,18.242,16.0016
PTP4A3,1.91044,1.53026,2.14191,3.48571,3.89879,3.94697
SP140,0.459573,0.711169,0.224544,0.400735,0.410468,0.450444
YIPF3,58.8896,59.5648,62.5195,41.1236,41.4982,41.8937
LOC151174,0.261884,0.127524,0.293559,0.350925,0.636945,0.564281
LOC100996342,0,0,0,0,0,0.0313999
VSTM1,0.0644303,0,0,0,0,0
LBHD1,3.18208,3.27528,3.17745,3.59797,3.98262,3.69733
SNAPIN,17.4209,16.4012,16.9539,9.63663,7.46936,8.57462
SMIM6,0.750214,0.072513,0.202121,0.218632,0.306754,0.2108
MAK16,7.38708,7.15846,7.33898,10.6318,11.7454,10.8265
PI16,0,0,0,0,0,0
DNASE2B,0.04315,0.0820963,0,0.0398371,0,0.040938
MAD2L1BP,9.40848,9.21658,10.0525,11.6724,11.2934,10.8296
NDUFAF4P1,0.306784,0.109718,0.0247977,0.150852,0.113696,0.084597
PRPF31,22.0149,21.2408,21.5493,21.8071,21.5925,21.1183
RAP1GAP2,2.63402,3.03575,2.88255,3.48522,3.3651,3.19544
PPIE,20.6921,20.1077,18.398,24.9609,21.8504,24.592
LINC00701,0.0825433,0,0.00818351,0,0,0
HCRTR2,0,0,0,0,0.0251633,0
LOC100506688,0.0681963,0,0.061354,0.101146,0.155494,0.0162935
FABP3,12.1978,14.082,14.03,2.23729,3.48978,1.7198
SOGA1,5.79998,6.36467,5.59007,5.81992,4.56277,4.43077
LOC642846,1.61471,1.92933,1.67647,2.70932,2.18789,2.37345
GOLGA6L2,0.0315488,0,0,0,0,0
BTBD9,2.03042,1.77022,1.98662,1.9172,1.92887,1.84285
PPP2CB,51.7714,55.7822,53.1048,64.05,62.0693,61.4965
TRIM62,9.28466,9.46424,9.59033,3.78075,5.76451,3.90955
APTR,1.563,1.27579,1.69524,1.96332,1.65215,1.68997
SH3GL1,29.8235,32.3601,33.263,23.3543,29.2055,27.3489
LINC01024,0.262586,0.134559,0.200863,0.261606,0.338419,0.279082
HERC2P10,0,0,0.20161,0,0.0913339,0
C1orf109,7.02598,6.7214,6.08463,11.1886,9.51217,10.2677
HERC2,9.06591,8.97258,8.13413,9.85055,8.40094,8.85522
PRMT5,21.5204,23.2076,21.5907,32.2197,34.0349,32.6172
USP17L10,0.00746198,0,0,0,0,0
ARL1,32.4584,34.4572,32.6803,27.225,23.9004,23.9845
LOC102723809,0.115005,0,0,0.111059,0.0938979,0
ZSWIM1,3.08262,3.21861,3.02552,2.19591,2.18228,2.42652
TAC1,0,0,0.0492289,0.794914,0.514895,0.543249
THAP11,12.2699,12.0881,13.4128,13.1013,10.3083,11.5745
HIST1H3C,0.135212,0.129697,0,0,0.336826,0
CTSK,3.02378,3.24381,3.87057,2.17099,1.8128,2.08894
CASKIN1,1.33658,1.48679,1.29083,1.26706,1.0965,0.970473
LGI4,0.0345629,0.0330609,0.0786395,0.102064,0.0711593,0.143461
CTTNBP2,7.0316,6.19083,6.51882,6.19754,4.07119,4.18556
CPAMD8,0.175411,0.0457165,0.101646,0.0618029,0.130964,0.058631
TRMT5,5.41137,5.19417,4.75772,7.01072,6.72174,6.41565
PCCB,15.1365,17.3595,15.5006,14.9758,14.5401,14.959
OR8K1,0.0839878,0,0,0,0,0
ADAMDEC1,0.0193352,0,0,0,0.0174626,0
RNF121,9.22959,8.99103,8.68858,8.01388,9.08721,7.98638
RGMB,17.7772,17.6726,18.6426,19.2812,18.4053,18.9566
SPOCK1,45.8577,53.8942,44.2983,32.0661,27.3073,27.5664
ZBTB48,4.31753,3.3463,3.98345,3.23778,3.73211,3.75121
CYFIP2,3.89736,4.13587,3.4251,3.47723,2.50357,3.10891
RBP4,0.0526024,0.453491,0.1446,0.582099,1.00063,0.580986
RPL21P28,0.322556,0.193257,0.334364,0.411469,0.116497,0.156542
DIEXF,3.34709,2.61578,2.89008,5.47359,5.70087,5.74785
KLHDC9,0.903921,0.565343,0.632736,0.57189,0.608228,0.348504
LINC01569,0.259919,0.158598,0.27566,0.274818,0.115151,0.308945
CHAT,0,0,0,0,0,0
LOC101927378,0,0,0,0,0,0
FBXO11,18.9439,17.7353,18.5074,22.9688,21.6586,22.0433
ENSA,41.4038,47.0012,45.0659,31.0107,30.1754,29.4971
C2-AS1,0,0,0,0,0,0
LOC101929532,0.434407,0.511203,0.648514,0.094354,0.2134,0.225423
NR1H4,0.185725,0.134622,0.0863662,0.278049,0.0927543,0.209276
LILRB4,0.0102194,0,0,0,0,0
LOC401557,0.0428108,0,0,0,0,0
LOC100130357,0.120878,0.164637,0.0872426,0.238277,0.283029,0.0883043
NOP16,10.4419,12.2618,10.7471,19.656,19.5887,19.5755
NRTN,0.665189,0.877284,0.810124,0.0825563,0.183938,0.0688467
SMS,64.6111,78.6511,68.1114,66.8785,62.8592,70.5261
ASB16,0.223298,0.188627,0.306097,0.0882491,0.0699819,0.0783953
ZNF133,4.3004,3.96098,4.75446,3.93067,4.11087,4.45629
LINC00266-3,0.289569,0,0,0.0714435,0.119826,0.137883
CRBN,13.5367,11.407,12.9592,14.3631,13.7772,15.8157
PLEKHS1,0.042092,0.0237484,0,0.0456497,0,0.00871199
VPS11,11.0575,10.0359,11.465,10.7168,8.30668,10.3399
PRKD3,12.4834,12.6476,11.867,12.3434,11.4325,10.8808
PHOSPHO2,2.24672,1.80418,2.0907,2.71556,2.03186,1.66188
C19orf80,0,0.0657085,0,0,0.168592,0.0637482
CKMT2,0.0348165,0,0,0,0.0846685,0.0324556
ACVR2A,2.55202,2.90292,2.92333,3.73887,3.13288,3.8395
MCTP1,7.39416,6.92242,6.54409,7.21005,7.88109,7.24103
ITPRIPL1,0.596401,1.1628,0.69381,0.766585,0.677606,0.878753
FAM9C,0,0,0,0,0,0
TFF3,0.870207,1.14951,1.27567,0.927327,1.26052,1.06686
TNKS2,21.4225,21.2098,22.013,29.1139,26.4225,25.6525
SPRR2E,0.137192,0,0,0,0,0
MT1E,130.684,121.663,146.506,733.505,651.361,743.301
UXT,26.8496,24.2741,27.4835,23.1238,21.6564,24.42
SMPDL3B,1.60976,1.043,1.69332,1.81687,1.55103,1.37122
SARNP,51.9837,54.3533,49.5819,51.4943,55.7256,48.0664
OPN5,0.12467,0.0783218,0.0178736,0.0186465,0.065737,0
CCER2,0.142705,0.0651062,0.0320952,0.0322653,0.0287896,0.0311985
IRF8,0.0249588,0.0243048,0,0,0,0.0241765
RPL7,591.761,618.776,600.845,414.689,386.548,379.096
HLA-DRB5,0,0,0,0,0.0314221,0.0627538
CALY,0.141235,0,0,0.0471316,0.235,0.0429848
BBX,17.1706,15.0312,16.0852,23.2976,19.6817,21.4414
PREB,18.2334,18.2791,19.0832,20.0384,21.569,21.2917
ZNF782,0.75422,0.59887,0.638742,0.841544,0.554636,0.558505
IMMP2L,3.85736,3.14412,4.49631,4.46181,4.38984,4.17799
CHD4,53.4999,49.3587,49.8825,59.0051,53.781,53.864
ADA,10.5598,11.9586,10.4377,7.95794,8.06376,8.84519
MIR31HG,1.75253,1.47373,1.9546,2.69723,2.44901,3.16064
RGPD3,0.722218,0.625622,0.611795,0.592886,0.627336,0.679414
SAT2,17.2635,17.1572,22.4495,14.1926,15.4039,15.3163
SPHAR,0,0,0,0,0,0
DFNA5,20.2047,23.3931,20.0117,27.3789,25.0501,29.2477
S1PR3,1.63981,3.39197,2.38843,2.80675,2.35232,2.73801
FSTL5,0.0117371,0.0115475,0.0104917,0.107217,0.069837,0.0470196
BICC1,30.5154,30.9554,30.8057,33.8336,33.8792,31.0584
C1orf94,0.0267703,0,0,0,0,0
LINC00473,0.0312581,0,0.0661371,0,0,0.0295555
SMCR8,5.02076,4.7037,5.05008,7.43056,5.81036,6.99835
CCDC146,1.01656,0.98205,1.06875,1.13352,0.728665,1.18401
SPATA24,0.840809,1.06074,0.765842,1.2086,1.03607,0.640645
C11orf49,17.6797,18.5101,19.3341,15.6074,14.4482,15.4288
DLSTP1,0.638272,0.737496,0.451427,0.879387,0.579708,0.731588
SGK3,2.02854,2.06681,2.05224,2.43676,1.08862,1.33708
CYP2A6,0,0,0.022818,0.0239369,0.0204785,0
OR2T11,0.0724902,0,0,0,0,0
TXNDC17,3.64309,5.01571,4.12288,3.28871,3.64857,4.05564
ZMYND11,26.6879,24.499,25.9683,30.7387,28.7483,29.0084
TNFRSF13C,0.0483707,0.0932313,0.179197,0.10089,0.2406,0.220814
LOC100500773,0.133889,0,0,0,0,0.0442735
RSPH6A,0,0,0,0,0.0149197,0
C12orf4,7.97781,7.16011,8.97154,10.3331,10.1952,10.9278
SPAG7,34.4313,34.2377,36.3729,36.5791,31.4205,35.9745
LMNB2,18.087,24.4953,18.8373,14.1911,16.677,15.5218
FRMD7,0.0650809,0.0157367,0,0,0,0
CLASRP,11.2395,10.7641,12.7081,8.97217,8.99378,8.58698
MAGEE1,0.762176,0.743271,0.615509,0.313986,0.185145,0.194679
MTR,9.47749,8.71964,8.7289,9.56055,8.78385,9.18942
SIPA1L1,6.59504,7.04635,6.48657,6.59847,6.60552,6.17284
NCAM1-AS1,0,0,0.0639526,0,0,0
SP100,26.6614,26.4416,27.7382,65.1242,62.8621,62.1622
ZMYND10,0.131708,0.252674,0.166357,0.0251692,0.11084,0.129212
PARD6A,0.351558,0.934281,1.00288,1.11819,0.512343,0.615066
SCO2,11.3997,12.8641,11.3373,24.2539,23.7812,27.1408
ZGRF1,0.7594,0.914109,0.74583,0.933802,0.651727,0.763349
NHLRC3,10.0005,7.48377,8.71173,10.4251,8.50398,9.4041
SNTN,0.0427603,0.04172,0,0,0,0
ANKRD34C,0,0,0,0,0,0
DNAH17,0.0570779,0.0786015,0.0571719,0.0953449,0.0854482,0.0944577
FLJ21408,0.089259,0,0,0,0.0730867,0
OGN,2.4273,2.19317,1.9783,1.93661,2.20777,2.21899
C11orf73,17.1311,17.7543,18.7949,19.6457,21.9308,23.2615
TFG,70.5584,74.1809,73.3357,75.7807,70.6047,75.1848
SLC10A2,0.0324666,0,0.0144202,0,0.013215,0
ESR1,0.0506902,0,0,0,0,0.00914998
